Month,Year,Area,Temp_max,Temp_mean,Temp_min,Precipitation,Sunshine
8,2005,Naha,34.6,29,23.8,112,197.8
9,2005,Naha,32.8,28.2,23.8,64,192.9
10,2005,Naha,32.1,26.2,18.6,60,186.2
11,2005,Naha,29.1,22.8,16.7,48,122.1
12,2005,Naha,26.1,17.2,10,111.5,88.5
1,2006,Naha,25.4,18.1,10.2,191.5,80.9
2,2006,Naha,25.3,17.9,11.4,101.5,62.4
3,2006,Naha,24.8,18.4,11.6,113,135.1
4,2006,Naha,27.9,21.2,15.1,305,107.9
5,2006,Naha,30.9,24.8,18.9,333.5,114.5
6,2006,Naha,33.2,26.8,20.1,333.5,140.2
7,2006,Naha,35,29.1,24.7,114,236.9
8,2006,Naha,33.4,29.2,23.7,142,204.1
9,2006,Naha,32.9,27.8,20.6,135.5,169.4
10,2006,Naha,32,26.1,22,39,180.5
11,2006,Naha,28,22.9,17.6,116.5,115.5
12,2006,Naha,26,19.7,14.4,143,73.4
1,2007,Naha,23.8,17.8,10.9,184.5,94.8
2,2007,Naha,24.9,18.2,11.4,67.5,142.8
3,2007,Naha,27.3,19.6,13.4,116.5,91.3
4,2007,Naha,27.3,20.7,13.9,225,99.7
5,2007,Naha,30.4,23.8,17.4,101.5,147.1
6,2007,Naha,31.8,26.7,22,472,137.1
7,2007,Naha,34.5,29.6,25.4,229,262
8,2007,Naha,33.5,28.8,24.5,594,169.1
9,2007,Naha,32.2,28.2,23.8,440.5,187.1
10,2007,Naha,31.9,26.6,21.7,78,191.2
11,2007,Naha,29.8,22.2,17.3,104,92.3
12,2007,Naha,26.6,19.9,13.3,204,144.9
1,2008,Naha,25.9,18.5,12.9,70,64.8
2,2008,Naha,24.7,16.1,10.7,123,62.3
3,2008,Naha,25.9,18.7,10.7,245.5,146.6
4,2008,Naha,28.3,21.4,15,69,118.5
5,2008,Naha,30.7,24.1,16.9,118.5,151.8
6,2008,Naha,32.9,27.6,23.6,152.5,167.4
7,2008,Naha,33.8,29.4,24.8,82.5,256.8
8,2008,Naha,33.6,29,24.6,139.5,243.3
9,2008,Naha,32.7,28.2,23.5,267.5,150.5
10,2008,Naha,31.4,26.4,18.7,214.5,208.1
11,2008,Naha,30.8,22.5,14.4,119,114.5
12,2008,Naha,24.9,18.7,13.4,19.5,130.5
1,2009,Naha,24.8,16.7,9.3,32.5,103.9
2,2009,Naha,26.6,19.9,14.2,37,134.9
3,2009,Naha,26.4,19.6,12.2,165.5,87.5
4,2009,Naha,26.1,20.5,14.6,132.5,133
5,2009,Naha,30.3,23.7,18.1,185,219.4
6,2009,Naha,31.6,26.4,19.4,402,159.9
7,2009,Naha,34.1,29.2,21,62,253.8
8,2009,Naha,34.4,29.5,25.6,98,222.6
9,2009,Naha,34.6,29,24.3,23,218.7
10,2009,Naha,32.8,25.3,20.1,356,117.1
11,2009,Naha,29,22.7,17.5,145.5,110.8
12,2009,Naha,25.6,18.3,11.8,225.5,115
1,2010,Naha,24.4,16.8,9.1,90,92.7
2,2010,Naha,26.1,18.3,12,276.5,69.5
3,2010,Naha,27.3,19.9,9.7,41.5,134.9
4,2010,Naha,28.6,21.2,15.1,219,81.3
5,2010,Naha,30,23.8,16.5,574.5,111.8
6,2010,Naha,32,26.7,20.9,220.5,128.1
7,2010,Naha,33.2,28.7,24.3,348.5,146.2
8,2010,Naha,32.9,28.9,24.3,281.5,183.5
9,2010,Naha,32.6,28,23.4,193,207.2
10,2010,Naha,31.8,25.7,19.6,368,119.7
11,2010,Naha,26.3,21.4,16.3,194,105.1
12,2010,Naha,26.9,18.1,10.3,88.5,122.7
1,2011,Naha,22.6,14.9,9.3,97,59.7
2,2011,Naha,24.9,17.6,8.7,121.5,104.4
3,2011,Naha,25.4,17.1,11.6,40,88
4,2011,Naha,26.3,20.4,13.8,90,182.4
5,2011,Naha,30.3,23.9,16.3,299.5,75.7
6,2011,Naha,32.7,27.9,21.1,223.5,189.5
7,2011,Naha,32.9,28.9,25.1,111,234.9
8,2011,Naha,32.9,28.3,24.5,471.5,199.2
9,2011,Naha,32.5,27.9,23.7,71.5,205.2
10,2011,Naha,30.6,25.2,20.5,212,114.7
11,2011,Naha,29.7,23.7,17.3,314,78.8
12,2011,Naha,25.4,18.6,13.3,70.5,69.8
1,2012,Naha,23.6,17,11.6,119,54.4
2,2012,Naha,25,17.5,11.9,109.5,57.3
3,2012,Naha,26.7,19.6,12.5,81,124.8
4,2012,Naha,28.3,21.7,14.4,356.5,99.6
5,2012,Naha,29,24.4,19.4,229.5,141.6
6,2012,Naha,31.6,26.9,22.9,372,124.7
7,2012,Naha,33.3,29.1,24.2,96,239.5
8,2012,Naha,32.9,28.5,25.1,674,164.1
9,2012,Naha,32.1,27.2,22.7,271.5,159.1
10,2012,Naha,29.4,24.6,19.1,96.5,163.2
11,2012,Naha,26.8,21,16.3,214.5,115.7
12,2012,Naha,25.7,18.5,12.4,113,94.9
1,2013,Naha,23.8,17,10.7,100,94.6
2,2013,Naha,25.2,18.6,12.2,75,111.7
3,2013,Naha,27.8,20.4,14,140.5,143.5
4,2013,Naha,27.5,20.6,13.1,202.5,93.4
5,2013,Naha,30.5,23.7,17.7,602.5,94.1
6,2013,Naha,32.4,27.9,22.8,105,216
7,2013,Naha,34.7,29.4,25.7,4.5,268.4
8,2013,Naha,34.8,29.6,25,212,241.7
9,2013,Naha,33.6,28.3,23.4,178,206.5
10,2013,Naha,30.8,25.3,19.9,200,129.7
11,2013,Naha,28.5,21.3,13.9,121,120
12,2013,Naha,23.6,17.3,10.3,130,89.4
1,2014,Naha,23.5,16.8,10.6,66,145.4
2,2014,Naha,24.1,17.9,11.7,227,82.9
3,2014,Naha,26.1,18.4,12,185,110.1
4,2014,Naha,27.2,20.9,14,100.5,149.1
5,2014,Naha,30.1,23.6,17.3,354.5,112.5
6,2014,Naha,32.5,26.9,20.4,397.5,134.5
7,2014,Naha,33.9,29.3,23.8,494,235.5
8,2014,Naha,33.1,28.7,23.9,229,175.7
9,2014,Naha,33.3,28.8,25,95.5,224
10,2014,Naha,32,25.4,20.7,269,171.2
11,2014,Naha,28.4,22.6,17.4,49.5,134.7
12,2014,Naha,24.6,17.6,12,117,84.6
1,2015,Naha,23.5,16.6,9.8,22,90.7
2,2015,Naha,25,16.8,9.6,47,114.1
3,2015,Naha,25.5,19,11.4,95.5,126.5
4,2015,Naha,28.8,22.2,16.7,100,118.9
5,2015,Naha,30.5,24.9,18.8,197.5,144.2
6,2015,Naha,32.5,28.7,24.4,38,221.7
7,2015,Naha,33.8,29,23.8,369,202.3
8,2015,Naha,32.8,28.7,24.9,278,170.2
9,2015,Naha,32.6,27.8,23.8,46.5,208.5
10,2015,Naha,32,25.5,20,63.5,174.6
11,2015,Naha,29.8,23.8,16.6,95,139.7
12,2015,Naha,26.9,20.1,14,73,102.4
1,2016,Naha,26.6,17.4,6.1,272.5,75.8
2,2016,Naha,25.9,16.9,9.8,157.5,83.1
3,2016,Naha,24.8,18.7,11.4,168.5,106.6
4,2016,Naha,28.7,23,16,350.5,125.5
5,2016,Naha,31.1,25.7,19.2,129.5,143.2
6,2016,Naha,33.1,28.4,23.3,319.5,185.7
7,2016,Naha,33.6,29.8,25.4,193,253
8,2016,Naha,33.9,29.5,24.7,209,226.4
9,2016,Naha,32.8,28.4,24.9,342,141.8
10,2016,Naha,31.7,27.7,23.5,75.5,175.6
11,2016,Naha,29.9,23.2,17.9,103,128.4
12,2016,Naha,28.2,20.5,14.9,47.5,112.1
1,2017,Naha,25,18.4,12.3,92.5,77
2,2017,Naha,24.3,17.1,10.7,84,79.9
3,2017,Naha,25,18.3,11.8,96.5,102.4
4,2017,Naha,27.1,21.6,14.8,67,128.6
5,2017,Naha,29.7,24.2,18.7,315.5,112.1
6,2017,Naha,33.2,26.6,19.9,444.5,107.7
7,2017,Naha,35.1,29.9,24.9,44,267.2
8,2017,Naha,34.9,30.4,26.4,56.5,242.1
9,2017,Naha,33.9,28.9,23,239.5,186.1
10,2017,Naha,33,27,20,270,155.8
11,2017,Naha,27.9,22.8,15.9,146.5,85.6
12,2017,Naha,25.5,18,13.1,50.5,101.5
1,2018,Naha,24.1,17.2,9.3,150.5,74.9
2,2018,Naha,24.7,16.9,9.6,84,97.9
3,2018,Naha,27.4,19.9,12.8,100.5,181.6
4,2018,Naha,28.4,21.6,13.2,126,161.3
5,2018,Naha,31.6,25.6,16.7,33,238.4
6,2018,Naha,32.9,27.8,23.2,218.5,171.7
7,2018,Naha,33.1,28.3,24.5,429,179.7
8,2018,Naha,32.4,28.5,24.2,310,203.4
9,2018,Naha,32.5,28.4,24.8,334.5,174.6
10,2018,Naha,28.3,23.9,18.8,375,151.8
11,2018,Naha,27.6,23.1,18.9,160.5,155.9
12,2018,Naha,29.4,20.4,13.2,148,85.3
1,2019,Naha,24.9,18.1,12,55,97.4
2,2019,Naha,26.3,20,12.2,156.5,78.4
3,2019,Naha,27,19.9,14.6,183.5,129.8
4,2019,Naha,29.1,22.3,14.5,128,119.2
5,2019,Naha,30.3,24.2,17.8,208.5,150.7
6,2019,Naha,32.6,26.5,19.7,595.5,90.7
7,2019,Naha,33.9,28.9,24.1,284,196.2
8,2019,Naha,33.3,29.2,24.9,208,191.3
9,2019,Naha,33.4,28,23.2,477.5,154.2
10,2019,Naha,31.8,26,21.1,104.5,198.8
11,2019,Naha,28.7,23.1,17.9,136,135.7
12,2019,Naha,27.5,20,14.9,100.5,123.2
1,1960,Tokyo,21,5,-5.6,31.2,208.9
2,1960,Tokyo,19.5,6.6,-2.5,8.8,207.3
3,1960,Tokyo,24,9.5,-0.4,71.2,209
4,1960,Tokyo,23.6,12.8,4,164.8,154.6
5,1960,Tokyo,27.4,17.8,6.9,124.8,186.9
6,1960,Tokyo,31.5,21.5,12.9,83,155.4
7,1960,Tokyo,33.7,25.8,19.9,31.6,181.3
8,1960,Tokyo,34.7,26.4,18.2,215,218.5
9,1960,Tokyo,32.7,23.6,11.3,177.1,147.9
10,1960,Tokyo,27.9,16.8,8.9,182,134.4
11,1960,Tokyo,22.8,12.3,0.4,123.1,134.1
12,1960,Tokyo,20.1,6.7,-2.3,69.3,183.9
1,1961,Tokyo,15.1,3.6,-4.4,39,183.6
2,1961,Tokyo,13.7,4.5,-4.4,43.5,197.9
3,1961,Tokyo,21.9,8.2,-0.4,106.6,181.1
4,1961,Tokyo,26,14.9,2.9,183.1,205.8
5,1961,Tokyo,30.4,19.8,10.7,55.5,191.2
6,1961,Tokyo,30.1,22.6,13.8,305.5,166.4
7,1961,Tokyo,37.5,27.4,20.3,29.5,217.2
8,1961,Tokyo,35,26.8,20.3,30.9,172.2
9,1961,Tokyo,35,25.3,16.4,37,181.1
10,1961,Tokyo,29.8,18.3,10.1,338.4,82.3
11,1961,Tokyo,23.1,12.7,1.4,50.7,161
12,1961,Tokyo,19.2,7.2,-1.9,40.5,202.6
1,1962,Tokyo,13.8,4.5,-3.8,40.5,210.7
2,1962,Tokyo,24.5,5.9,-2.6,13.5,195
3,1962,Tokyo,18.8,8.2,-0.8,65.5,189.8
4,1962,Tokyo,24.5,14.1,2.8,124.2,202.6
5,1962,Tokyo,28.9,18.4,9.7,211.5,177
6,1962,Tokyo,29.2,20.9,12.6,244.5,111.8
7,1962,Tokyo,34.1,25.1,16.6,166.9,135.9
8,1962,Tokyo,37.6,28.1,21.8,50.1,270.5
9,1962,Tokyo,32.9,24.5,12.2,4.9,168.7
10,1962,Tokyo,29.5,16.7,8.2,119.8,135.9
11,1962,Tokyo,25.6,11.3,0.1,151.8,117.6
12,1962,Tokyo,16.3,7,-0.3,62.8,175.8
1,1963,Tokyo,12.7,3.2,-5.5,0.2,231.1
2,1963,Tokyo,15.3,4.8,-4.1,21.3,199.9
3,1963,Tokyo,20.5,7.6,-2.1,86.7,198.8
4,1963,Tokyo,26.9,13.9,2.4,76.1,193.6
5,1963,Tokyo,31.2,18.4,8.1,135.1,102.9
6,1963,Tokyo,35.7,21.8,10.3,248.2,119.4
7,1963,Tokyo,35.5,25.7,16.8,65.9,151.9
8,1963,Tokyo,37.2,26.6,20.9,382.2,166.2
9,1963,Tokyo,30.6,21.4,11.7,144.2,123.1
10,1963,Tokyo,27,16.3,8.4,294.7,135.3
11,1963,Tokyo,23.1,12.1,3.1,90.6,164.2
12,1963,Tokyo,18.7,8.1,-0.9,29.8,184.6
1,1964,Tokyo,18.7,5.4,-2.8,144.6,124.6
2,1964,Tokyo,12.6,4.2,-2.4,64,151
3,1964,Tokyo,21.3,7.6,0,99.7,199
4,1964,Tokyo,26.3,15.3,5.5,94.2,128.4
5,1964,Tokyo,31.4,18.9,9.9,80.4,209.5
6,1964,Tokyo,30.5,21.5,11.3,139.9,125.2
7,1964,Tokyo,34,25.5,18.3,45.9,153.6
8,1964,Tokyo,35.2,27.8,21.6,110.8,184.3
9,1964,Tokyo,32.4,22.3,12.3,132.4,89
10,1964,Tokyo,26,15.9,8.3,130.5,143.9
11,1964,Tokyo,21.5,11.1,2.4,50.3,170.6
12,1964,Tokyo,15,7.5,-1,47.5,164.1
1,1965,Tokyo,12.9,4.4,-3.3,48,175.4
2,1965,Tokyo,18.3,4.7,-4.7,10.5,193.4
3,1965,Tokyo,16.4,6.9,-1.1,44.5,252.4
4,1965,Tokyo,25.1,11.1,2.6,87,178.4
5,1965,Tokyo,26.6,17.2,7.4,400,189.1
6,1965,Tokyo,31.2,21.6,13.4,219.5,148.5
7,1965,Tokyo,33.6,24.2,17.1,97,102.2
8,1965,Tokyo,35,26.7,19.9,234.5,232.2
9,1965,Tokyo,29.9,22.2,13.9,204.5,128.6
10,1965,Tokyo,26.8,16.9,10.3,53,199.4
11,1965,Tokyo,24.9,12.7,4.6,131.5,150.2
12,1965,Tokyo,17.6,7,-1.4,66,153.5
1,1966,Tokyo,17.2,4.6,-2.9,23.6,195.8
2,1966,Tokyo,19.1,7.2,-3.2,122,149.6
3,1966,Tokyo,21.6,9.6,1.2,99.9,150.4
4,1966,Tokyo,26.4,13.6,5,133.7,132.6
5,1966,Tokyo,27.5,17.9,9,196.2,232.6
6,1966,Tokyo,30.5,20.1,11.1,510.2,137.3
7,1966,Tokyo,33,24.4,14.1,160.8,112.6
8,1966,Tokyo,34.9,26.9,21.2,54.5,204.3
9,1966,Tokyo,32.8,23.2,14.6,197.1,122.9
10,1966,Tokyo,26.7,18.9,11,108.5,175.7
11,1966,Tokyo,24.9,12.9,2.1,29,132.8
12,1966,Tokyo,15.3,6.6,-1.9,8,162.2
1,1967,Tokyo,15.4,4.4,-3.6,32.2,194.4
2,1967,Tokyo,19.1,4.9,-4,43.8,162.6
3,1967,Tokyo,23.3,9.5,-0.9,69.7,180.8
4,1967,Tokyo,24.2,14.5,1.8,104.7,172
5,1967,Tokyo,30.4,20,12.3,49.3,258.3
6,1967,Tokyo,30.9,23,16.2,109.3,182.7
7,1967,Tokyo,34.1,26.3,19.6,89.2,143.5
8,1967,Tokyo,37.2,28,21.5,67.3,160.5
9,1967,Tokyo,31.3,22.6,15.4,148.8,98.4
10,1967,Tokyo,26,16.9,9.5,214.7,131.5
11,1967,Tokyo,24.1,12.1,2.9,61.4,114.1
12,1967,Tokyo,16.2,6.7,-2.6,32.9,187.8
1,1968,Tokyo,16.2,5.7,-1.9,9.5,219.2
2,1968,Tokyo,15.5,4.3,-2.9,48,205.8
3,1968,Tokyo,20.5,10,1.4,94,157.9
4,1968,Tokyo,23.4,14.1,6.6,117.5,192.1
5,1968,Tokyo,25.5,17.5,10,185.5,182.6
6,1968,Tokyo,30,22,15.9,175,152.9
7,1968,Tokyo,32.3,24.7,18.6,136,127.4
8,1968,Tokyo,33.5,26.6,19.9,256,130.5
9,1968,Tokyo,28.9,21.9,16,109.5,133.9
10,1968,Tokyo,27.2,16.3,8.8,152.5,101.6
11,1968,Tokyo,23.4,14.1,4,19.5,197.8
12,1968,Tokyo,20.1,10.2,1.1,188,137.2
1,1969,Tokyo,22.6,5.7,-2.1,54.5,148.4
2,1969,Tokyo,19.1,5.7,-1.2,100,97.1
3,1969,Tokyo,21.9,7.9,-1.5,121,179.3
4,1969,Tokyo,27.2,14.6,1,73,178.5
5,1969,Tokyo,30.3,19.6,13,88.5,200.4
6,1969,Tokyo,29.3,21.8,13,187.5,156.4
7,1969,Tokyo,36.6,25,15.6,102,138.1
8,1969,Tokyo,35.8,27.2,20.5,131.5,148.6
9,1969,Tokyo,33.2,22.8,13.6,238.5,122.4
10,1969,Tokyo,26.1,17.3,8.8,146,140.4
11,1969,Tokyo,24.2,12.8,2.6,93.5,129
12,1969,Tokyo,19.7,7.2,-1.7,7,199.3
1,1970,Tokyo,14.2,4.5,-4,58.5,182
2,1970,Tokyo,17.7,6,-2.2,34.5,160.1
3,1970,Tokyo,16.5,5.5,-2.6,46.5,195.8
4,1970,Tokyo,24.1,13,4.9,94,130.2
5,1970,Tokyo,30,19.6,11.2,161.5,194.1
6,1970,Tokyo,31,20.7,13.1,218,90.5
7,1970,Tokyo,34.9,25.4,17.1,118.5,137
8,1970,Tokyo,35.5,27.4,19.9,20.5,187.8
9,1970,Tokyo,35.4,24,13.5,86,92.9
10,1970,Tokyo,26.1,17.2,7.4,98.5,131.5
11,1970,Tokyo,23.4,12.3,2,144.5,156.3
12,1970,Tokyo,20.5,6.8,-0.6,41,132.5
1,1971,Tokyo,13.5,5.1,-2.2,32,181.6
2,1971,Tokyo,16.2,5.9,-1.5,38,148.9
3,1971,Tokyo,20.4,8.3,-0.9,67.5,203.3
4,1971,Tokyo,25.9,13.5,5.3,134,164.5
5,1971,Tokyo,28.8,17.4,9.4,110,168.9
6,1971,Tokyo,30.7,21.3,15.4,91.5,106
7,1971,Tokyo,33.7,25.8,18.6,153.5,161.1
8,1971,Tokyo,34.4,26.7,19.4,195,203.1
9,1971,Tokyo,30.8,21.1,14.6,273,77.5
10,1971,Tokyo,24.1,15.5,7.4,258.5,121.1
11,1971,Tokyo,21.3,11.9,1.5,30.5,154.7
12,1971,Tokyo,19.3,7.9,1,55,172.4
1,1972,Tokyo,16.8,6.6,-2.1,113.5,156.4
2,1972,Tokyo,14.6,5.1,-1.5,142,112.6
3,1972,Tokyo,24.1,9.7,0.8,44,207.7
4,1972,Tokyo,25.5,13.4,2.3,186.5,181.4
5,1972,Tokyo,26.7,18.6,9.4,116,207.1
6,1972,Tokyo,31.2,21.4,14.7,107,155.7
7,1972,Tokyo,32.1,25.2,17.9,301,167
8,1972,Tokyo,35.2,26.6,19.1,94.5,242
9,1972,Tokyo,31.6,23.1,16.2,281,171.1
10,1972,Tokyo,26.2,18.5,10.9,43.5,149.4
11,1972,Tokyo,22.9,12.3,3.1,43,159.7
12,1972,Tokyo,16.9,8.1,0,155.5,161.6
1,1973,Tokyo,17.3,6.3,-0.4,136,177.6
2,1973,Tokyo,18,6.9,-1.9,45,162.9
3,1973,Tokyo,22.4,7.8,-0.8,10,207.5
4,1973,Tokyo,26.6,15.3,5.5,143,163.3
5,1973,Tokyo,27.5,17.9,9.5,97.5,205.1
6,1973,Tokyo,27.8,19.8,13.4,121.5,96.3
7,1973,Tokyo,34.7,26.1,19.4,49.5,225.8
8,1973,Tokyo,34.3,28.5,24,50,226.4
9,1973,Tokyo,34.5,23.2,17.1,155,154.2
10,1973,Tokyo,28.2,17.4,9.5,237.5,151.1
11,1973,Tokyo,22,12.1,3,104.5,196.5
12,1973,Tokyo,16.4,6.6,-1.7,0,229
1,1974,Tokyo,13.6,4.4,-2,29,229.5
2,1974,Tokyo,18.1,5.1,-2.7,58.5,134.8
3,1974,Tokyo,20.1,7.3,-0.6,114,183.7
4,1974,Tokyo,23.8,14.8,3.6,151,202.8
5,1974,Tokyo,29.5,19.3,10.4,93.5,231.5
6,1974,Tokyo,28.9,21.9,16.1,204.5,137
7,1974,Tokyo,34.2,23.4,16.2,270.5,108.9
8,1974,Tokyo,34.2,27.1,22.2,179,198.3
9,1974,Tokyo,32.3,22.8,14.7,246.5,132.5
10,1974,Tokyo,26.1,17.8,9.1,165,99.6
11,1974,Tokyo,22.3,11.7,3.2,30.5,154.5
12,1974,Tokyo,15.7,6.7,-0.1,38.5,151.2
1,1975,Tokyo,17.6,4.7,-1.8,67.5,182.7
2,1975,Tokyo,15,5.1,-2.6,75,176.4
3,1975,Tokyo,18.6,7.9,-0.8,108,182.3
4,1975,Tokyo,24,14.3,4.8,161.5,152.4
5,1975,Tokyo,28.3,18.6,11.5,151,213.1
6,1975,Tokyo,29.5,21.6,15.4,106.5,82.9
7,1975,Tokyo,35.6,25.6,17.9,175.5,189.7
8,1975,Tokyo,35.5,27.3,21,26.5,250.8
9,1975,Tokyo,34.1,25.2,15.8,99.5,192.7
10,1975,Tokyo,27.9,17.3,7.5,273,100.5
11,1975,Tokyo,25.1,12.7,3.1,245,124
12,1975,Tokyo,15.3,6.7,0.5,51.5,171.4
1,1976,Tokyo,18.6,5.4,-3.9,0.5,225.2
2,1976,Tokyo,18.3,6.8,-2.8,128,137.3
3,1976,Tokyo,19.1,9,1.2,87,148.2
4,1976,Tokyo,23.7,13,3.8,129,120.2
5,1976,Tokyo,28.2,17.7,8.4,218,174.5
6,1976,Tokyo,29.3,21.5,14.1,186,83.9
7,1976,Tokyo,33.4,23.9,14,102,178.8
8,1976,Tokyo,35.4,25.1,17.9,159,156.6
9,1976,Tokyo,31.6,22,13.5,284,128.6
10,1976,Tokyo,26.9,17.5,7.8,155,141.5
11,1976,Tokyo,24.1,11.2,1.6,78,132.6
12,1976,Tokyo,15.2,7.3,-2.3,31,173.3
1,1977,Tokyo,17.9,3.4,-2.7,19.5,161.5
2,1977,Tokyo,20.3,4.9,-3.8,27,188.6
3,1977,Tokyo,20.1,9.3,-3.3,167,141.9
4,1977,Tokyo,25.8,15.1,5.3,110.5,182.1
5,1977,Tokyo,30.5,18.7,10.4,96.5,225
6,1977,Tokyo,29.5,20.9,14.1,202.5,99.5
7,1977,Tokyo,33.6,25.8,17.4,91,204.3
8,1977,Tokyo,34.9,25,17.6,290.5,100.8
9,1977,Tokyo,32.3,24.3,16.5,233.5,133
10,1977,Tokyo,27.6,18.7,10.6,60,173.9
11,1977,Tokyo,26.7,14.8,5.3,102.5,136.5
12,1977,Tokyo,22,8.9,0.3,53.5,177.4
1,1978,Tokyo,16.3,5.6,-1.6,28,160
2,1978,Tokyo,15.7,4.2,-2,32,157.7
3,1978,Tokyo,18.8,8.7,1,115.5,193.1
4,1978,Tokyo,24.5,13.9,4.5,186.5,163.9
5,1978,Tokyo,26,19,8.6,130,167.2
6,1978,Tokyo,31.6,23.8,15,104,192.6
7,1978,Tokyo,33.6,27.8,21.5,45,217.1
8,1978,Tokyo,36.3,28.9,21.9,26,255.6
9,1978,Tokyo,33.1,22.2,15.8,124,102.2
10,1978,Tokyo,26.6,17.3,10.4,147,132.9
11,1978,Tokyo,22.1,12.9,5.4,65,160.2
12,1978,Tokyo,18.9,8.5,0,27,154.7
1,1979,Tokyo,16.6,6.6,-0.5,59,179.5
2,1979,Tokyo,19.9,8.4,1.5,96,164.6
3,1979,Tokyo,22.8,9.9,1.6,92,190.2
4,1979,Tokyo,24,13.9,5.8,109.5,161.3
5,1979,Tokyo,27.9,18.6,10.3,148.5,230.6
6,1979,Tokyo,34.1,24.4,15.5,63,217.9
7,1979,Tokyo,34.3,25.2,18.1,88.5,143.1
8,1979,Tokyo,33.5,27.4,20.7,104.5,156
9,1979,Tokyo,32.7,24.1,16.8,146.5,119.1
10,1979,Tokyo,32.6,19.6,12.7,320.5,149.3
11,1979,Tokyo,25.3,14.3,5.1,182.5,102.9
12,1979,Tokyo,18.7,10.1,3.3,43,186.2
1,1980,Tokyo,18.8,5.6,-1.1,88.5,182
2,1980,Tokyo,13.3,5.2,-1.2,26,206.1
3,1980,Tokyo,21.2,8.2,1.3,173.5,157.5
4,1980,Tokyo,24,13.6,4.6,107,156.6
5,1980,Tokyo,29.5,19.2,9.6,154.5,204.2
6,1980,Tokyo,31.6,23.6,17.7,172.5,146.7
7,1980,Tokyo,33,23.8,16.4,202,95
8,1980,Tokyo,32.2,23.4,17.6,168.5,105.3
9,1980,Tokyo,31.9,23,13.2,181.5,125.2
10,1980,Tokyo,28.8,18.2,8.7,136,160
11,1980,Tokyo,21.8,13,5.1,133.5,149.6
12,1980,Tokyo,19.3,7.7,-0.7,34,213.2
1,1981,Tokyo,12,4.4,-2.2,3.5,233.4
2,1981,Tokyo,17.2,5.3,-3.5,38,157.3
3,1981,Tokyo,20.6,9,0.2,113,192.6
4,1981,Tokyo,23.9,13.9,2.7,166,207.5
5,1981,Tokyo,28.4,17.5,10.2,151.5,182.6
6,1981,Tokyo,32,20.2,12.4,103,83.2
7,1981,Tokyo,34.3,26.3,17,167,181.3
8,1981,Tokyo,33.9,26.2,20,133,190.7
9,1981,Tokyo,31.6,21.8,15.6,138.5,140
10,1981,Tokyo,26.7,17.6,10.1,343.5,161.2
11,1981,Tokyo,21.4,10.4,2.4,99,130.6
12,1981,Tokyo,16.2,7.6,0.4,7.5,206.6
1,1982,Tokyo,16.8,5.8,-1,32.5,194
2,1982,Tokyo,13.1,5.5,-1,51.5,168
3,1982,Tokyo,21.3,9.9,1.2,73,177.8
4,1982,Tokyo,23.2,14,4.7,134,177.5
5,1982,Tokyo,28.7,20.7,11.9,85.5,243.7
6,1982,Tokyo,29.4,21.4,14.8,224.5,152.6
7,1982,Tokyo,31.2,23.1,16.1,140,102.3
8,1982,Tokyo,33,27.1,22,152.5,170.1
9,1982,Tokyo,31.3,22.3,17,371.5,104.3
10,1982,Tokyo,27.3,18,9.5,159.5,171.6
11,1982,Tokyo,25.3,14.3,3.5,136,118.8
12,1982,Tokyo,20.9,9.5,1.4,15,156.1
1,1983,Tokyo,16.5,6.2,-2.4,29.5,205
2,1983,Tokyo,15,6.1,-0.9,50.5,202.9
3,1983,Tokyo,17.2,8.6,1.3,99,176
4,1983,Tokyo,26.8,15.9,7.8,114.5,176.6
5,1983,Tokyo,28.5,19.7,11,105.5,241.5
6,1983,Tokyo,29.8,20.5,13.6,198,162.7
7,1983,Tokyo,32.9,23.8,15.1,141.5,119.4
8,1983,Tokyo,37.1,27.5,21.2,168.5,163.7
9,1983,Tokyo,33.3,23.1,14.9,242.5,92.8
10,1983,Tokyo,27.9,17.7,7.3,130,141.6
11,1983,Tokyo,21.6,12.3,2.2,53.5,181.8
12,1983,Tokyo,17.3,7.1,-0.6,7.5,217.1
1,1984,Tokyo,14.6,3.7,-2.5,50,208.8
2,1984,Tokyo,12.8,3,-3.5,51,182.5
3,1984,Tokyo,19.1,5.9,-1.5,69,205.7
4,1984,Tokyo,24,11.6,1.8,64,168.2
5,1984,Tokyo,27.7,17.2,9.3,77.5,172.2
6,1984,Tokyo,31.5,21.8,16.5,202,113.2
7,1984,Tokyo,33.6,26.2,17.5,81.5,180.1
8,1984,Tokyo,35,28.6,21.8,31.5,252.3
9,1984,Tokyo,38.1,23.5,15.7,61,146.9
10,1984,Tokyo,30.4,17.7,7.7,73.5,145.9
11,1984,Tokyo,22.7,12.2,3.7,50.5,148.7
12,1984,Tokyo,19.8,7.7,-1.1,68,163.3
1,1985,Tokyo,13.5,4.1,-2.5,4.5,200.9
2,1985,Tokyo,14.7,6.5,-1.3,142,153.2
3,1985,Tokyo,20.3,7.8,1.3,134.5,74
4,1985,Tokyo,23.7,14.2,3.3,201.5,183.8
5,1985,Tokyo,26.5,19.1,12.2,89.5,201.8
6,1985,Tokyo,30.1,20.2,13.2,381,104.3
7,1985,Tokyo,34.3,26.3,19.7,115,194.8
8,1985,Tokyo,33.9,27.9,22.6,146,257.8
9,1985,Tokyo,35,23.1,14.5,106,101.9
10,1985,Tokyo,29,17.9,10,92.5,149.4
11,1985,Tokyo,24.5,13.3,3.6,85.5,173.5
